id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
36030,24,95000,1,1.0,3,2,25000,12.99,0.26,1,2,0
468,26,58195,1,3.0,5,1,11000,10.0,0.19,0,4,0
20841,26,51852,0,9.0,5,0,10200,6.03,0.19,0,3,0
13555,36,42000,0,5.0,3,3,8500,15.58,0.21,1,14,0
45601,28,102058,0,13.0,3,4,15000,16.82,0.15,1,8,0
52930,32,80000,0,6.0,5,0,3600,8.9,0.04,0,9,0
23687,27,60000,0,11.0,3,0,2500,6.17,0.04,0,9,0
24244,33,30000,2,3.0,3,0,4000,7.74,0.13,0,9,0
57917,22,12000,1,1.0,1,1,4000,11.49,0.33,0,3,1
5160,27,35000,1,0.0,0,1,4000,9.99,0.11,0,8,0
18505,32,80000,1,0.0,1,0,2000,7.9,0.03,0,8,0
44935,36,36000,0,7.0,4,3,5000,15.37,0.14,1,14,1
13072,35,80000,1,5.0,1,0,2400,7.9,0.03,0,8,0
13556,24,49000,1,0.0,4,1,8000,12.18,0.16,0,4,0
39778,22,72000,2,1.0,5,1,15000,10.99,0.21,0,2,0
52577,22,52000,0,3.0,1,2,10000,12.99,0.19,0,4,0
22587,22,55000,0,7.0,2,0,14750,8.94,0.27,0,3,0
49017,39,106000,0,23.0,2,4,25000,16.63,0.23,1,16,1
36133,24,93000,1,0.0,2,1,10800,11.83,0.11,0,2,0
23385,28,65000,1,6.0,3,1,10000,11.71,0.15,0,8,0
40906,25,90000,0,9.0,5,1,6000,10.25,0.07,0,4,0
31630,23,65000,0,7.0,1,0,10000,7.51,0.15,0,2,0
11449,27,48000,0,4.0,2,0,15000,9.07,0.31,0,7,0
28232,38,32400,0,1.0,4,1,8400,10.0,0.25,0,11,0
11095,23,86004,1,1.0,1,1,1800,10.25,0.02,0,4,0
44901,31,60000,0,0.0,4,1,12500,10.99,0.21,0,5,0
4976,27,90000,1,4.0,2,0,10000,5.42,0.11,0,8,0
53665,24,63000,1,0.0,0,0,12000,8.94,0.19,0,4,0
20916,25,43000,1,2.0,4,0,13800,7.88,0.31,0,3,1
29471,30,121000,0,8.0,4,1,12000,11.99,0.1,0,10,0
40895,27,85000,0,6.0,5,1,12000,9.88,0.14,0,9,0
5289,27,87360,0,2.0,1,2,7500,12.99,0.09,1,6,0
24568,32,33000,1,16.0,4,2,8500,13.11,0.25,1,6,0
29057,23,60000,1,4.0,0,1,15000,12.18,0.25,0,3,0
51036,24,118300,1,3.0,0,2,15000,13.98,0.13,0,3,0
42750,38,50000,0,5.0,5,1,3000,9.99,0.06,0,14,0
3244,23,78000,1,7.0,5,1,25000,11.71,0.32,0,4,1
29411,21,60000,0,5.0,1,1,5000,10.25,0.08,0,2,0
35369,23,60000,0,2.0,1,3,10000,16.07,0.17,1,3,0
47611,29,35000,1,0.0,4,2,10000,13.22,0.29,0,7,0
13777,24,48715,1,2.0,0,2,12000,12.87,0.25,0,4,0
56796,29,48000,0,5.0,5,0,10000,7.51,0.21,0,10,0
45430,24,64000,0,8.0,1,1,10000,11.36,0.16,0,3,1
26886,29,80000,0,0.0,5,1,5000,10.0,0.06,0,8,0
4531,25,80000,0,1.0,4,1,10000,12.18,0.13,0,3,0
34415,23,58500,1,3.0,0,2,20000,13.72,0.35,0,4,0
8892,22,45000,1,1.0,0,1,4000,12.53,0.09,0,2,0
11683,24,52800,1,3.0,4,1,4800,10.75,0.09,0,4,0
55511,26,51600,2,10.0,0,0,1200,8.94,0.02,0,4,0
36396,22,85000,0,6.0,1,0,14000,9.07,0.16,0,4,0
52969,38,83000,1,1.0,0,2,12000,11.97,0.14,1,13,0
34822,31,45000,0,5.0,4,0,1500,6.03,0.03,0,7,0
11287,29,60000,0,0.0,3,3,17000,15.65,0.28,1,8,0
16874,31,85000,0,12.0,5,1,24000,12.42,0.28,0,5,0
26039,43,78000,0,4.0,5,0,10000,7.14,0.13,0,13,1
641,29,70000,0,10.0,3,2,10000,14.26,0.14,1,8,0
30221,22,66996,0,6.0,0,1,11200,11.12,0.17,0,3,0
8752,34,46000,1,2.0,5,3,12000,15.31,0.26,0,10,1
42564,35,98000,0,19.0,4,0,10000,7.51,0.1,0,7,0
12438,26,83004,0,2.0,4,1,24250,11.86,0.27,0,3,0
37949,22,120000,0,6.0,4,1,5000,10.65,0.04,0,3,0
37201,24,42000,1,9.0,2,1,4200,12.42,0.1,0,2,0
24604,23,60000,1,2.0,5,1,8000,10.59,0.13,0,2,0
56741,23,70000,0,0.0,2,0,3525,6.99,0.05,0,4,0
18699,24,65000,1,2.0,4,1,4000,10.99,0.06,0,3,0
58367,25,50000,1,2.0,2,0,3000,7.74,0.06,0,3,0
23659,29,48000,1,11.0,4,0,3000,5.42,0.06,0,7,0
40888,28,85000,0,9.0,1,1,6000,8.88,0.07,0,7,0
31183,22,45000,1,2.0,4,1,4000,10.65,0.09,0,3,0
2676,23,30000,1,0.0,1,0,2000,7.9,0.07,0,4,0
31937,23,64000,1,1.0,1,2,5000,12.99,0.08,1,2,0
50442,22,74000,0,0.0,1,0,1200,7.37,0.02,0,4,0
41464,23,72000,0,7.0,5,1,20000,10.62,0.28,0,3,0
54683,25,60000,1,5.0,1,2,7000,13.47,0.12,1,3,0
23935,22,74000,0,6.0,5,0,8500,6.62,0.11,0,4,0
27517,24,62400,1,8.0,4,2,20000,13.85,0.32,0,3,1
47688,22,85000,0,6.0,0,2,5500,13.49,0.06,1,2,0
27346,28,45996,0,12.0,3,3,6000,15.58,0.13,1,6,1
19875,25,80000,0,3.0,1,0,10000,8.0,0.13,0,4,0
26378,22,60000,0,7.0,1,1,6000,11.99,0.1,0,3,0
43060,23,69000,0,0.0,2,3,15000,14.96,0.22,0,4,1
36600,23,42000,1,2.0,1,0,3000,7.29,0.07,0,3,0
51009,31,60000,0,3.0,4,0,18000,5.79,0.3,0,8,0
36132,23,105000,0,7.0,2,0,6000,8.9,0.06,0,3,0
13919,26,60000,1,0.0,5,2,7000,12.99,0.12,0,2,0
15985,27,42000,1,1.0,1,0,4500,7.49,0.11,0,8,0
48849,24,48000,0,8.0,4,2,5000,13.99,0.1,0,4,0
2363,30,28800,1,2.0,1,0,6000,7.49,0.21,0,9,0
11825,36,75000,0,4.0,3,2,4200,14.27,0.06,1,15,0
19933,21,52000,0,3.0,0,0,15250,7.66,0.29,0,2,0
37795,24,61284,0,3.0,0,3,15000,18.25,0.24,1,2,0
56069,22,55000,1,6.0,4,1,7000,11.49,0.13,0,2,0
476,41,36000,0,2.0,2,2,5000,12.53,0.14,0,16,0
44142,28,90000,1,0.0,5,2,12000,12.53,0.13,0,10,0
15370,32,60000,1,5.0,0,1,15000,10.99,0.25,0,5,0
18270,23,100000,0,7.0,1,3,15000,16.0,0.15,1,3,0
30274,32,86400,0,16.0,4,0,8000,6.03,0.09,0,6,0
6592,31,54000,0,7.0,0,4,15250,15.95,0.3,0,9,0
12750,23,38400,1,7.0,1,0,4000,7.29,0.1,0,4,0
19568,24,24000,1,8.0,4,1,1200,10.99,0.05,0,4,0
13761,25,50000,0,2.0,5,1,3000,10.95,0.06,0,2,0
45863,22,38400,2,6.0,0,0,2000,7.14,0.05,0,4,0
27397,26,45000,1,0.0,4,2,8000,14.65,0.18,0,4,0
51930,34,60000,1,0.0,4,2,15000,13.49,0.25,1,5,0
30172,25,36000,0,0.0,2,0,7500,6.03,0.21,0,4,0
659,44,35000,1,5.0,4,0,8000,8.9,0.23,0,14,0
48888,29,65000,1,4.0,0,0,20000,6.91,0.31,0,7,1
24670,23,52800,1,1.0,1,0,5600,7.29,0.11,0,3,0
44216,29,30000,1,4.0,4,1,6000,12.42,0.2,0,9,0
24118,26,57738,0,7.0,1,1,4800,11.49,0.08,0,3,0
27995,26,31200,2,3.0,5,1,3000,11.83,0.1,0,4,0
47990,32,55000,1,2.0,4,2,11000,13.11,0.2,0,9,0
39020,24,65000,1,8.0,0,2,12000,14.65,0.18,0,2,0
29220,31,85000,0,2.0,0,0,12000,8.9,0.14,0,8,0
10547,31,42000,1,2.0,1,1,2000,10.99,0.05,0,7,0
31892,21,55000,0,6.0,1,0,10000,6.54,0.18,0,2,0
44218,30,74000,0,2.0,3,2,25000,13.49,0.34,0,8,1
57276,25,35000,0,4.0,2,0,13075,7.29,0.37,0,2,0
22271,30,50000,1,5.0,4,2,2500,13.99,0.05,1,8,0
16804,24,35000,0,7.0,3,4,5200,16.0,0.15,1,3,0
38320,22,60000,0,1.0,2,0,10000,7.29,0.17,0,3,0
18629,22,50004,1,0.0,2,2,9000,12.53,0.19,1,4,0
32484,23,140000,0,8.0,0,2,7800,13.49,0.06,1,4,0
15599,33,50000,1,1.0,2,2,6500,13.22,0.13,0,6,0
45289,46,72000,0,4.0,3,0,9000,7.88,0.13,0,13,0
30916,23,31200,1,7.0,5,1,5000,8.88,0.16,0,3,0
34897,26,82000,0,6.0,3,4,2400,19.91,0.03,1,3,0
30777,23,60000,0,4.0,0,0,12000,5.42,0.2,0,4,0
54170,34,80000,0,14.0,1,0,15000,8.49,0.19,0,6,0
32657,30,54000,0,6.0,4,1,4200,10.65,0.08,0,6,0
24040,27,120000,1,1.0,3,2,10000,13.49,0.08,1,6,0
5270,22,130000,0,0.0,1,1,15000,11.89,0.12,0,2,0
3098,22,48000,0,4.0,1,2,10000,13.48,0.21,0,2,0
41257,29,62004,1,4.0,4,1,12000,9.99,0.19,0,8,0
38686,27,80000,0,11.0,1,0,14000,6.91,0.17,0,10,0
17057,22,60000,0,5.0,4,1,15000,10.25,0.25,0,4,0
46478,25,46000,1,7.0,2,3,3000,16.29,0.07,1,3,1
12671,21,33900,0,2.0,1,2,3600,12.53,0.11,0,4,0
9398,26,100000,0,10.0,5,0,10000,7.14,0.1,0,2,0
1432,31,96000,1,5.0,5,2,20000,13.04,0.21,1,6,0
45802,28,110000,0,12.0,0,0,6000,5.99,0.05,0,7,0
12174,23,37086,1,5.0,1,1,7500,10.25,0.2,0,4,0
12711,32,48000,1,5.0,5,0,10000,7.14,0.21,0,10,0
27205,23,90000,0,7.0,2,0,15000,7.51,0.17,0,4,0
5912,22,83000,1,3.0,5,3,16000,15.31,0.19,0,4,1
26309,26,52500,0,10.0,3,1,4000,10.37,0.08,0,2,0
16422,24,85000,0,1.0,5,0,10000,6.62,0.12,0,4,0
2656,23,25000,2,5.0,1,0,10000,8.0,0.4,0,4,0
5269,40,60000,1,5.0,1,0,5000,7.9,0.08,0,13,0
19715,29,30809,1,0.0,5,2,11200,11.99,0.36,0,6,1
16226,26,31200,1,4.0,0,1,4200,11.99,0.13,0,2,0
41393,34,41400,1,8.0,1,2,14000,13.48,0.34,0,8,1
49605,30,34000,1,1.0,3,4,2500,16.32,0.07,0,6,1
3930,24,27000,1,0.0,4,1,3500,9.91,0.13,0,4,0
54044,28,120000,1,0.0,1,2,7500,12.99,0.06,0,9,0
55915,22,26400,0,0.0,5,1,1000,11.71,0.04,0,2,1
16866,31,40000,1,5.0,2,1,6400,9.88,0.16,0,6,0
58331,31,59000,0,2.0,2,0,15000,6.54,0.25,0,5,0
44692,31,65000,1,2.0,4,0,14500,7.66,0.23,0,6,0
49042,21,66000,0,5.0,2,1,7000,9.91,0.11,0,3,0
6562,22,40000,1,2.0,2,0,5500,7.88,0.14,0,2,0
58529,36,35000,0,3.0,2,1,3000,10.65,0.09,0,16,0
116,28,47000,0,9.0,3,2,4500,13.49,0.1,1,8,1
13757,34,45000,1,5.0,5,2,14000,12.84,0.31,0,6,0
54776,24,52000,1,1.0,1,2,5000,13.49,0.1,0,2,0
38863,40,550000,0,5.0,0,1,18000,11.12,0.03,0,13,0
25131,26,45000,1,1.0,4,2,5400,13.11,0.12,1,4,1
26660,29,70000,0,1.0,4,0,4000,6.76,0.06,0,10,0
28205,30,60000,0,14.0,0,0,12000,7.88,0.2,0,5,0
11854,23,45600,0,5.0,5,1,10000,10.65,0.22,0,4,0
38079,25,40000,0,9.0,2,1,8000,10.74,0.2,0,4,0
38013,31,100000,1,1.0,1,1,18000,11.48,0.18,0,10,0
7367,26,133119,0,10.0,2,1,25000,10.99,0.19,0,3,0
33755,22,72000,0,5.0,4,1,5000,10.36,0.07,0,4,0
7919,23,70000,1,1.0,1,1,9800,10.36,0.14,0,4,0
45361,23,68004,1,7.0,2,2,2500,15.27,0.04,1,4,0
31889,28,60000,0,3.0,2,2,10000,13.99,0.17,0,8,0
34571,28,65000,0,12.0,5,0,4500,7.14,0.07,0,9,0
41258,22,43200,2,6.0,0,2,12000,13.49,0.28,1,2,0
37588,35,90000,0,14.0,4,1,6000,12.18,0.07,0,5,0
40748,23,58000,0,5.0,5,0,4500,6.76,0.08,0,2,0
21735,29,96339,0,11.0,1,0,11100,7.29,0.12,0,7,0
30683,28,63000,1,2.0,2,1,1800,11.49,0.03,0,6,0
5913,23,43200,1,7.0,1,1,18000,10.74,0.42,0,2,1
37036,26,45000,0,4.0,0,0,10000,7.51,0.22,0,2,0
43468,31,136112,1,4.0,2,2,25000,13.61,0.19,0,8,0
14898,36,87000,0,2.0,3,1,25000,11.11,0.29,0,13,0
46116,22,50000,0,6.0,0,1,4000,10.37,0.08,0,4,0
44324,22,90000,0,6.0,0,0,12000,6.03,0.13,0,3,0
23795,38,40000,2,0.0,5,0,8000,6.17,0.2,0,13,0
20609,26,56700,1,10.0,2,0,15000,6.99,0.26,0,3,0
23219,61,80000,1,3.0,4,3,25000,14.96,0.31,0,23,1
28820,22,75000,1,0.0,1,2,12000,13.22,0.16,0,2,0
57586,23,42806,0,7.0,4,1,1000,10.37,0.02,0,3,0
13490,25,49268,0,5.0,2,2,12000,13.11,0.24,1,2,0
13117,22,40000,1,6.0,2,1,6000,12.69,0.15,0,4,0
2685,24,45000,1,8.0,5,1,11000,10.62,0.24,0,4,0
45342,29,30000,1,2.0,0,0,6000,7.51,0.2,0,6,0
13967,25,42000,1,4.0,2,1,12000,10.37,0.29,0,2,0
21598,25,80000,1,4.0,0,0,15000,7.9,0.19,0,2,0
41261,26,30000,1,4.0,5,2,3000,13.23,0.1,0,2,0
19091,22,53000,1,5.0,0,1,8000,12.53,0.15,0,2,0
44329,38,56524,1,16.0,3,1,24000,11.36,0.44,0,14,1
31451,27,40000,0,11.0,5,0,5000,6.17,0.13,0,9,0
8615,23,42000,1,0.0,0,0,4000,7.9,0.1,0,3,0
42663,24,80000,0,4.0,1,2,5000,14.27,0.06,0,3,0
44832,23,69996,0,7.0,1,2,3000,14.79,0.04,1,3,0
10920,25,75000,0,9.0,1,3,7500,12.61,0.1,0,3,0
32693,28,66800,1,2.0,3,2,12800,13.79,0.18,1,5,0
444,23,66000,0,4.0,1,1,10000,10.62,0.15,0,3,0
54400,26,60996,0,6.0,2,0,14000,9.63,0.23,0,2,0
17362,22,84996,0,4.0,5,1,8000,12.69,0.09,0,3,0
20224,29,140000,0,2.0,2,1,8000,9.88,0.06,0,7,0
28066,24,55000,1,6.0,2,0,5000,7.49,0.09,0,3,0
9406,28,33600,2,0.0,4,2,5000,12.61,0.15,1,6,0
36972,33,65000,0,6.0,5,0,8000,7.14,0.12,0,8,0
47088,43,141000,0,24.0,0,0,10000,5.99,0.07,0,11,0
51994,23,56400,1,3.0,0,1,9000,10.96,0.16,0,4,0
3174,28,55000,1,4.0,4,0,6400,9.32,0.12,0,6,0
30586,23,70000,0,7.0,0,3,15000,16.49,0.21,1,4,0
53991,34,30000,1,1.0,3,3,10000,15.95,0.33,1,8,1
15472,28,44400,1,5.0,1,3,5000,15.99,0.11,0,9,0
7572,23,26000,1,7.0,2,1,8000,10.65,0.31,0,2,1
27178,29,92700,0,13.0,2,2,1500,13.06,0.02,1,9,0
42721,28,88000,1,7.0,1,3,3000,14.84,0.03,1,7,0
9044,22,36000,1,0.0,5,3,10000,15.99,0.28,0,3,1
46378,23,65000,0,4.0,1,0,7000,7.14,0.11,0,4,0
33155,28,55000,1,12.0,1,1,7000,11.36,0.13,0,9,0
54647,22,40000,1,1.0,1,0,13000,7.88,0.33,0,3,1
17388,24,85000,1,1.0,0,0,24000,6.54,0.28,0,4,0
22530,24,42200,0,1.0,5,1,4750,10.95,0.11,0,4,1
16522,32,34000,1,1.0,2,0,6000,5.42,0.18,0,7,0
2095,27,85000,0,11.0,3,2,10000,13.49,0.12,1,9,0
2682,26,25000,1,8.0,2,2,8500,13.11,0.34,0,4,0
40762,29,102000,0,13.0,0,0,6000,7.88,0.06,0,8,0
38015,53,48000,1,0.0,5,1,13000,11.83,0.27,0,30,0
40011,24,69077,0,4.0,5,0,10000,7.88,0.14,0,3,0
8669,27,130000,0,5.0,2,0,7000,8.59,0.05,0,5,0
52476,33,52728,1,5.0,5,0,4000,7.14,0.08,0,6,0
19760,23,72000,1,5.0,4,1,17000,10.65,0.25,0,2,0
13450,29,40000,1,14.0,1,1,8000,10.25,0.2,0,10,0
20689,29,30000,0,2.0,5,0,6400,6.76,0.21,0,7,0
18554,24,29000,1,4.0,4,1,6000,10.65,0.21,0,2,0
45552,25,120000,1,0.0,5,0,15000,7.51,0.13,0,4,0
13086,28,44000,1,2.0,5,2,14000,13.48,0.32,0,5,1
1217,28,40000,1,5.0,1,0,12000,7.9,0.3,0,8,0
57830,35,75000,1,1.0,3,3,13200,16.49,0.18,0,8,1
28866,38,55000,1,2.0,3,0,14000,8.9,0.25,0,15,0
29974,23,75000,0,3.0,0,0,10000,7.49,0.13,0,3,0
8245,23,35000,1,0.0,0,1,12000,11.71,0.34,0,4,1
9844,22,50000,2,6.0,0,0,10800,6.62,0.21,0,3,0
25106,24,60000,1,8.0,5,1,12000,9.99,0.2,0,2,0
17474,24,120000,1,8.0,2,2,3600,14.22,0.03,0,4,0
9643,25,70000,0,9.0,1,0,8000,5.42,0.11,0,3,0
28213,35,110000,1,0.0,3,0,15600,8.9,0.14,0,8,0
26233,22,78000,0,6.0,2,2,15000,14.27,0.19,0,4,1
46044,47,51600,0,15.0,2,0,1500,8.49,0.02,0,12,0
39462,32,200000,1,16.0,4,0,16000,6.17,0.08,0,9,0
40936,32,56000,1,0.0,1,2,14000,13.35,0.25,0,5,0
12126,23,54528,0,6.0,4,1,7000,11.26,0.13,0,4,0
46623,29,42000,2,13.0,4,0,5000,8.9,0.12,0,6,0
30027,29,36000,1,4.0,5,2,14000,12.99,0.39,0,5,1
15274,21,90000,1,3.0,1,2,20000,13.22,0.22,0,3,0
7736,34,62000,0,2.0,3,2,18000,12.98,0.29,0,6,0
17908,23,41000,0,7.0,2,0,5600,7.9,0.14,0,2,1
25593,25,90000,0,3.0,3,0,12000,7.88,0.13,0,4,0
55683,23,50000,0,7.0,1,2,2000,13.61,0.04,0,3,0
4095,26,80000,0,3.0,3,0,9500,6.76,0.12,0,4,0
51078,22,65000,0,6.0,1,1,22000,11.71,0.34,0,2,0
21685,27,78000,1,5.0,0,2,15000,14.26,0.19,1,7,0
56270,41,32000,1,0.0,0,1,6000,10.74,0.19,0,16,0
29429,26,33000,1,1.0,5,0,10000,6.62,0.3,0,2,0
14650,23,65000,0,3.0,4,1,7000,11.49,0.11,0,3,0
34826,21,18000,1,3.0,4,1,1500,11.14,0.08,0,3,0
1846,24,30000,1,8.0,4,1,5000,10.62,0.17,0,4,0
26506,29,66000,1,7.0,3,0,10000,6.62,0.15,0,5,0
44765,34,67000,0,9.0,2,0,22000,6.54,0.33,0,10,0
31257,29,12000,0,5.0,5,3,6200,16.29,0.48,0,8,1
13806,23,60000,0,1.0,1,1,4000,10.37,0.07,0,2,0
19233,40,55182,1,0.0,0,0,3500,6.99,0.06,0,12,0
48585,21,70000,1,5.0,5,1,10000,9.88,0.14,0,2,0
976,40,115000,1,16.0,1,0,9975,7.49,0.09,0,14,0
20543,27,85000,0,11.0,2,0,4500,6.54,0.05,0,8,0
13216,24,40000,1,5.0,4,1,18000,12.42,0.45,0,2,1
25453,28,60000,0,0.0,2,0,5000,6.62,0.08,0,8,0
39302,25,54000,1,2.0,2,3,25000,15.65,0.47,1,2,1
3721,27,51000,1,6.0,2,4,17500,16.4,0.33,1,7,1
5402,29,60000,0,0.0,3,0,3500,5.99,0.06,0,9,0
8736,22,45000,1,2.0,0,2,5000,13.48,0.11,1,2,0
9729,25,110000,0,9.0,4,0,6000,6.03,0.05,0,3,0
28829,23,40000,0,7.0,0,0,5000,5.99,0.13,0,4,0
43592,23,160000,0,7.0,5,0,11000,7.9,0.07,0,3,0
38097,37,90000,1,4.0,0,2,3000,13.79,0.03,0,12,0
24111,25,54000,0,9.0,0,0,10000,7.9,0.19,0,2,0
10799,37,44000,1,0.0,1,1,3000,9.91,0.07,0,14,1
38694,27,80000,0,0.0,1,0,20000,7.51,0.25,0,7,0
328,24,75000,1,4.0,3,1,20000,12.69,0.27,0,4,0
54742,22,99600,0,6.0,4,0,5000,6.17,0.05,0,2,0
54457,24,60000,0,8.0,2,0,7500,6.62,0.13,0,4,0
55653,33,48000,1,6.0,2,1,4200,9.63,0.09,0,8,0
27194,29,80000,0,4.0,5,0,10000,6.99,0.13,0,10,0
41987,23,25000,2,1.0,1,1,8000,10.99,0.32,0,4,0
8522,29,75000,1,0.0,5,1,1000,9.45,0.01,0,6,0
56869,24,40000,1,0.0,5,2,4000,13.43,0.1,0,2,0
4309,36,150000,2,1.0,0,1,24000,10.37,0.16,0,14,0
57788,23,30000,1,7.0,4,1,3000,11.71,0.1,0,2,0
49662,22,38000,0,6.0,4,0,7000,7.9,0.18,0,4,0
25483,39,70000,1,9.0,1,1,18000,11.89,0.26,0,11,0
25079,25,38000,1,0.0,1,2,7500,12.87,0.19,1,4,0
2308,24,60000,1,1.0,3,1,4800,9.99,0.08,0,4,0
41475,31,100000,0,5.0,0,0,15000,8.49,0.15,0,5,0
34762,28,60000,0,12.0,5,0,13000,6.03,0.22,0,10,0
30473,22,37000,1,4.0,0,4,6400,16.35,0.17,0,4,0
33172,25,51500,0,2.0,3,3,19000,14.59,0.39,0,4,0
13821,25,60000,0,9.0,2,2,5000,12.99,0.08,1,4,0
6054,31,38000,1,1.0,4,1,2000,10.36,0.05,0,9,0
46686,49,150000,0,3.0,5,1,8000,11.83,0.05,0,16,0
53899,24,110000,1,0.0,0,0,12000,8.94,0.11,0,2,0
7825,23,38000,1,3.0,5,1,8000,10.99,0.21,0,2,0
7171,36,36000,1,3.0,5,1,5000,10.37,0.14,0,14,0
8236,23,48000,1,6.0,4,1,20000,10.62,0.43,0,3,1
37245,23,58000,0,6.0,1,3,14900,14.83,0.26,0,4,0
3272,29,70000,1,3.0,4,2,4200,11.97,0.06,0,10,0
9847,28,68804,1,4.0,3,0,13600,8.59,0.19,0,9,0
11551,36,61400,0,5.0,0,1,6000,11.71,0.1,0,13,0
35494,22,36100,1,1.0,0,3,5000,12.92,0.14,1,3,1
25888,23,109000,1,5.0,2,0,12000,7.51,0.11,0,4,0
4791,25,132000,0,9.0,3,0,25000,8.59,0.21,0,4,0
28524,27,65000,0,6.0,0,1,13000,11.49,0.2,0,7,0
20482,23,45432,1,7.0,0,2,5000,12.73,0.11,0,3,0
44008,28,45000,1,0.0,5,2,10000,13.98,0.22,0,9,0
10160,33,100000,1,2.0,3,0,9000,8.49,0.09,0,8,0
50490,29,41000,1,0.0,3,2,3800,13.49,0.09,0,7,1
36419,32,80000,1,16.0,3,1,12000,11.49,0.15,0,8,0
9940,25,111262,0,2.0,5,1,20000,12.53,0.18,0,4,0
17971,40,90000,1,1.0,2,2,5000,13.57,0.06,1,15,0
54554,24,37200,1,8.0,0,1,6800,10.95,0.18,0,4,0
55561,28,75000,1,12.0,3,2,3000,13.49,0.04,1,8,0
8882,21,37200,0,4.0,2,2,4500,13.98,0.12,1,2,0
58198,28,75000,0,4.0,2,1,15000,11.48,0.2,0,8,0
32127,30,96000,1,6.0,3,1,10000,9.88,0.1,0,10,0
24573,36,100000,0,0.0,4,0,12000,7.14,0.12,0,17,0
19248,22,60000,1,6.0,1,1,12000,10.62,0.2,0,3,0
48036,60,28000,1,0.0,0,2,4800,12.61,0.17,0,27,0
10187,22,60000,0,0.0,5,0,6000,5.99,0.1,0,3,0
36449,25,46000,0,4.0,0,0,10000,6.03,0.22,0,3,0
20591,26,45000,1,3.0,4,0,1500,7.51,0.03,0,3,0
28683,30,50000,1,2.0,5,0,3000,7.74,0.06,0,5,0
44103,22,30000,1,4.0,3,2,11500,13.49,0.38,1,3,1
7047,25,40000,0,1.0,4,0,5000,5.79,0.13,0,4,0
13992,28,75000,0,6.0,1,0,7000,9.63,0.09,0,5,0
7095,22,49000,0,6.0,1,0,6750,6.91,0.14,0,2,0
24138,23,100000,0,4.0,0,0,6000,7.66,0.06,0,3,0
14815,25,120000,0,9.0,3,3,8200,15.99,0.07,1,2,0
19744,22,26000,1,4.0,5,0,3200,7.68,0.13,0,3,0
42966,29,66000,0,0.0,2,1,8500,11.36,0.13,0,6,0
50108,31,80000,1,3.0,3,0,21000,7.9,0.26,0,10,0
46982,28,85000,0,6.0,4,1,15000,12.18,0.18,0,6,0
39885,24,65000,1,0.0,1,1,4000,10.99,0.06,0,2,0
38252,36,50000,0,5.0,2,0,4800,6.03,0.1,0,13,0
11362,31,70000,0,3.0,2,1,4000,10.99,0.06,0,5,0
35432,28,40000,1,6.0,2,0,10000,7.9,0.25,0,5,0
57257,26,110000,0,8.0,5,0,8000,7.74,0.07,0,3,0
56289,33,63996,0,7.0,0,0,4000,5.42,0.06,0,6,0
38796,28,80000,1,12.0,0,0,12000,6.62,0.15,0,6,0
29404,28,85000,1,1.0,5,1,4000,9.99,0.05,0,8,0
22840,29,70000,0,13.0,5,0,4800,7.49,0.07,0,7,0
30341,24,76000,1,3.0,1,1,14000,10.99,0.18,0,2,0
13791,24,40000,1,4.0,0,1,7000,12.69,0.17,0,2,0
52690,29,250000,0,11.0,0,0,28000,7.9,0.11,0,10,0
38765,24,85000,1,3.0,3,3,10000,14.74,0.12,0,3,0
51200,35,55000,0,4.0,3,1,15000,10.38,0.27,0,6,0
32225,23,80000,0,3.0,0,0,7000,7.88,0.09,0,2,0
6632,25,220000,1,2.0,0,1,30000,10.37,0.14,0,3,0
37452,23,120000,0,8.0,2,0,24000,7.9,0.21,0,4,0
29192,26,80000,0,10.0,4,0,8000,6.99,0.1,0,2,0
47862,28,60000,0,3.0,3,1,10000,11.86,0.17,0,5,0
16963,33,99473,0,13.0,2,0,8500,7.51,0.09,0,10,0
19481,27,60000,0,11.0,5,1,1800,11.46,0.03,0,10,0
38474,30,70000,0,4.0,2,0,12000,6.03,0.17,0,10,0
21399,24,39990,0,0.0,5,0,2400,7.37,0.06,0,2,0
7750,27,30000,0,7.0,4,1,5600,10.65,0.19,0,8,0
23158,29,60000,1,13.0,2,0,23000,6.17,0.38,0,8,1
7183,31,30000,2,3.0,3,0,5000,8.59,0.17,0,8,0
32402,24,52000,1,5.0,5,0,3000,6.62,0.06,0,4,0
4144,26,105000,0,3.0,2,1,11000,11.11,0.1,0,2,0
16378,36,54400,1,24.0,4,0,6000,9.63,0.09,0,17,1
21599,30,70000,1,0.0,1,2,4500,13.61,0.06,0,6,0
481,23,60000,1,5.0,1,0,6000,9.32,0.1,0,4,0
30701,24,65000,1,5.0,0,1,7000,11.71,0.11,0,2,0
23178,35,43000,1,6.0,1,2,17000,13.49,0.39,0,10,1
18146,23,48000,0,7.0,1,1,5000,10.99,0.1,0,4,0
47381,26,25000,1,2.0,4,3,1200,16.07,0.05,1,3,1
43212,25,76000,0,1.0,2,3,3600,14.59,0.05,0,4,1
390,30,55000,0,14.0,5,0,10000,7.49,0.18,0,5,0
28859,25,62000,0,2.0,5,0,8000,5.79,0.13,0,4,0
25758,25,78000,0,3.0,2,0,8000,6.99,0.1,0,3,0
